case Id,activity,timestamp
245_17,Check if home insurance quote is requested,63712876983
245_17,Send acceptance pack,63712877184
245_17,Verify repayment agreement,63712879598
245_17,Approve application,63712881769
245_17,Loan application approved,63712881769
246_18,Loan application received,63712879200
246_18,Check application form completeness,63712880043
246_18,Appraise property,63712882176
246_18,Check credit history,63712882480
246_18,Added1,63712884187
246_18,Assess loan risk,63712884730
246_18,Assess eligibility,63712889440
246_18,Reject application,63712889904
246_18,Loan application rejected,63712889904
248_19,Loan application received,63712969200
248_19,Check application form completeness,63712969692
248_19,Appraise property,63712970404
248_19,Added1,63712972035
248_19,Check credit history,63712976262
248_19,Assess loan risk,63712980247
248_19,Assess eligibility,63712981824
248_19,Prepare acceptance pack,63713042694
248_19,Check if home insurance quote is requested,63713044455
248_19,Send acceptance pack,63713046508
248_19,Verify repayment agreement,63713047743
248_19,Cancel application,63713049554
248_19,Loan application canceled,63713049554
247_20,Loan application received,63712895400
247_20,Check application form completeness,63712895762
247_20,Appraise property,63712954839
247_20,Check credit history,63712955162
247_20,Assess loan risk,63712955415
247_20,Added 2,63712955672
247_20,Assess eligibility,63712957999
247_20,Reject application,63712959075
247_20,Loan application rejected,63712959075
126_21,Loan application received,63704599200
126_21,Check application form completeness,63704601706
126_21,Appraise property,63704601868
126_21,Check credit history,63704833598
126_21,Assess loan risk,63704833993
126_21,Added1,63704834203
126_21,Assess eligibility,63704835056
126_21,Prepare acceptance pack,63704835604
126_21,Check if home insurance quote is requested,63704836627
126_21,Send acceptance pack,63704838125
126_21,Verify repayment agreement,63704838757
126_21,Approve application,63704842169
126_21,Loan application approved,63704842169
147_22,Loan application received,63706149000
147_22,Check application form completeness,63706149393
147_22,Check credit history,63706151109
147_22,Appraise property,63706151311
147_22,Assess loan risk,63706153404
147_22,Added1,63706153610
147_22,Assess eligibility,63706153999
147_22,Reject application,63706155061
147_22,Loan application rejected,63706155061
148_23,Loan application received,63706222800
148_23,Check application form completeness,63706223908
148_23,Appraise property,63706224404
148_23,Check credit history,63706224427
148_23,Added1,63706225115
148_23,Assess loan risk,63706229075
148_23,Assess eligibility,63706230258
148_23,Prepare acceptance pack,63706230786
148_23,Check if home insurance quote is requested,63706232009
148_23,Send home insurance quote,63706232796
148_23,Verify repayment agreement,63706235478
148_23,Approve application,63706236442
148_23,Loan application approved,63706236442
145_24,Loan application received,63706059000
145_24,Check application form completeness,63706062430
145_24,Appraise property,63706062945
145_24,Check credit history,63706063323
145_24,Added1,63706063567
145_24,Assess loan risk,63706064154
145_24,Assess eligibility,63706064826
145_24,Reject application,63706065140
145_24,Loan application rejected,63706065140
149_25,Loan application received,63706239000
149_25,Check application form completeness,63706240276
149_25,Appraise property,63706240982
149_25,Added1,63706241857
149_25,Check credit history,63706302787
149_25,Assess loan risk,63706302895
149_25,Assess eligibility,63706303102
149_25,Prepare acceptance pack,63706304202
149_25,Check if home insurance quote is requested,63706306677
149_25,Send home insurance quote,63706308117
149_25,Verify repayment agreement,63706311725
149_25,Approve application,63706312298
149_25,Loan application approved,63706312298
123_26,Loan application received,63704493000
123_26,Check application form completeness,63704494682
123_26,Check credit history,63704495609
123_26,Assess loan risk,63704496707
123_26,Appraise property,63704496768
123_26,Added 2,63704496990
123_26,Assess eligibility,63704497224
123_26,Prepare acceptance pack,63704500931
123_26,Check if home insurance quote is requested,63704502017
123_26,Send home insurance quote,63704502998
123_26,Verify repayment agreement,63704505795
123_26,Cancel application,63704508877
123_26,Loan application canceled,63704508877
127_27,Loan application received,63704845800
127_27,Check application form completeness,63704848598
127_27,Appraise property,63704849153
127_27,Check credit history,63704850700
127_27,Added 2,63704850744
127_27,Assess loan risk,63704854385
127_27,Assess eligibility,63704857078
127_27,Reject application,63704920416
127_27,Loan application rejected,63704920416
122_28,Loan application received,63704419200
122_28,Check application form completeness,63704419832
122_28,Appraise property,63704419892
122_28,Check credit history,63704421034
122_28,Added 2,63704421156
122_28,Assess loan risk,63704421311
122_28,Assess eligibility,63704422220
122_28,Prepare acceptance pack,63704425352
122_28,Check if home insurance quote is requested,63704427163
122_28,Send home insurance quote,63704427801
122_28,Verify repayment agreement,63704428413
122_28,Cancel application,63704428467
122_28,Loan application canceled,63704428467
143_29,Loan application received,63705796200
143_29,Check application form completeness,63705796689
143_29,Appraise property,63705797429
143_29,Check credit history,63705797577
143_29,Added 2,63705797739
143_29,Assess loan risk,63705798283
143_29,Assess eligibility,63705799271
143_29,Reject application,63705799490
143_29,Loan application rejected,63705799490
144_30,Loan application received,63705812400
144_30,Check application form completeness,63706043246
144_30,Appraise property,63706043658
144_30,Check credit history,63706044939
144_30,Assess loan risk,63706044949
144_30,Added 2,63706051471
144_30,Assess eligibility,63706052320
144_30,Prepare acceptance pack,63706052441
144_30,Check if home insurance quote is requested,63706053936
144_30,Send acceptance pack,63706054338
144_30,Verify repayment agreement,63706054539
144_30,Approve application,63706056965
144_30,Loan application approved,63706056965
120_31,Loan application received,63704329200
120_31,Check application form completeness,63704329689
120_31,Check credit history,63704330333
120_31,Assess loan risk,63704330824
120_31,Appraise property,63704333036
120_31,Added1,63704334347
120_31,Assess eligibility,63704335221
120_31,Prepare acceptance pack,63704336498
120_31,Check if home insurance quote is requested,63704336554
120_31,Send acceptance pack,63704338683
120_31,Verify repayment agreement,63704340146
120_31,Cancel application,63704341104
120_31,Loan application canceled,63704341104
128_32,Loan application received,63704862000
128_32,Check application form completeness,63704921330
128_32,Appraise property,63704922028
128_32,Added1,63704924210
128_32,Check credit history,63704928106
128_32,Assess loan risk,63704931962
128_32,Assess eligibility,63704933198
128_32,Prepare acceptance pack,63704934090
128_32,Check if home insurance quote is requested,63704934578
128_32,Send acceptance pack,63704942301
128_32,Verify repayment agreement,63704944004
128_32,Cancel application,63704944092
128_32,Loan application canceled,63704944092
142_33,Loan application received,63705722400
142_33,Check application form completeness,63705722633
142_33,Check credit history,63705723569
142_33,Assess loan risk,63705725697
142_33,Appraise property,63705725795
142_33,Added 2,63705783727
142_33,Assess eligibility,63705785837
142_33,Prepare acceptance pack,63705786921
142_33,Check if home insurance quote is requested,63705787241
142_33,Send acceptance pack,63705788338
142_33,Verify repayment agreement,63705790524
142_33,Approve application,63705791461
142_33,Loan application approved,63705791461
121_34,Loan application received,63704403000
121_34,Check application form completeness,63704404517
121_34,Check credit history,63704405094
121_34,Appraise property,63704405237
121_34,Added1,63704405504
121_34,Assess loan risk,63704406691
121_34,Assess eligibility,63704407490
121_34,Reject application,63704409025
121_34,Loan application rejected,63704409025
129_35,Loan application received,63704935800
129_35,Check application form completeness,63704936263
129_35,Appraise property,63704936629
129_35,Added 2,63704938129
129_35,Check credit history,63704939099
129_35,Assess loan risk,63704941627
129_35,Assess eligibility,63704943966
129_35,Reject application,63704946225
129_35,Loan application rejected,63704946225
79_36,Loan application received,63701476200
79_36,Check application form completeness,63701476284
79_36,Appraise property,63701477728
79_36,Added1,63701477843
79_36,Check credit history,63701480291
79_36,Assess loan risk,63701480806
79_36,Assess eligibility,63701487716
79_36,Reject application,63701488264
79_36,Loan application rejected,63701488264
57_37,Loan application received,63700083000
57_37,Check application form completeness,63700089437
57_37,Check credit history,63700089481
57_37,Appraise property,63700089755
57_37,Added1,63700090761
57_37,Assess loan risk,63700091494
57_37,Assess eligibility,63700092834
57_37,Prepare acceptance pack,63700093962
57_37,Check if home insurance quote is requested,63700096178
57_37,Send acceptance pack,63700097616
57_37,Verify repayment agreement,63700103110
57_37,Cancel application,63700105825
57_37,Loan application canceled,63700105825
242_38,Loan application received,63712699200
242_38,Check application form completeness,63712703672
242_38,Check credit history,63712704448
242_38,Appraise property,63712706253
242_38,Assess loan risk,63712707028
242_38,Added1,63712709886
242_38,Assess eligibility,63712713633
242_38,Reject application,63712715148
242_38,Loan application rejected,63712715148
56_39,Loan application received,63700009200
56_39,Check application form completeness,63700013846
56_39,Check credit history,63700014949
56_39,Appraise property,63700016867
56_39,Added 2,63700017364
56_39,Assess loan risk,63700020164
56_39,Assess eligibility,63700081426
56_39,Reject application,63700082146
56_39,Loan application rejected,63700082146
78_40,Loan application received,63701402400
78_40,Check application form completeness,63701405808
78_40,Check credit history,63701463757
78_40,Appraise property,63701464514
78_40,Added 2,63701464984
78_40,Assess loan risk,63701472070
78_40,Assess eligibility,63701475235
78_40,Prepare acceptance pack,63701475440
78_40,Check if home insurance quote is requested,63701476307
78_40,Send acceptance pack,63701481192
78_40,Verify repayment agreement,63701483351
78_40,Cancel application,63701483728
78_40,Loan application canceled,63701483728
55_41,Loan application received,63699762600
55_41,Check application form completeness,63699996804
55_41,Check credit history,63700000990
55_41,Appraise property,63700001083
55_41,Assess loan risk,63700001219
55_41,Added 2,63700002170
55_41,Assess eligibility,63700004020
55_41,Prepare acceptance pack,63700006208
55_41,Check if home insurance quote is requested,63700007554
55_41,Send acceptance pack,63700008026
55_41,Verify repayment agreement,63700008060
55_41,Cancel application,63700008625
55_41,Loan application canceled,63700008625
241_42,Loan application received,63712452600
241_42,Check application form completeness,63712458527
241_42,Check credit history,63712461051
241_42,Appraise property,63712461975
241_42,Added 2,63712463935
241_42,Assess loan risk,63712697159
241_42,Assess eligibility,63712697514
241_42,Reject application,63712698853
241_42,Loan application rejected,63712698853
77_43,Loan application received,63701386200
77_43,Check application form completeness,63701394453
77_43,Appraise property,63701395199
77_43,Added 2,63701397074
77_43,Check credit history,63701397551
77_43,Assess loan risk,63701398882
77_43,Assess eligibility,63701401973
77_43,Prepare acceptance pack,63701402550
77_43,Check if home insurance quote is requested,63701403002
77_43,Send acceptance pack,63701405056
77_43,Verify repayment agreement,63701465533
77_43,Approve application,63701466730
77_43,Loan application approved,63701466730
53_44,Loan application received,63699672600
53_44,Check application form completeness,63699672662
53_44,Check credit history,63699672797
53_44,Appraise property,63699672927
53_44,Added 2,63699673012
53_44,Assess loan risk,63699673098
53_44,Assess eligibility,63699673596
53_44,Reject application,63699676359
53_44,Loan application rejected,63699676359
52_45,Loan application received,63699656400
52_45,Check application form completeness,63699656768
52_45,Appraise property,63699658448
52_45,Added1,63699660199
52_45,Check credit history,63699660947
52_45,Assess loan risk,63699661843
52_45,Assess eligibility,63699663008
52_45,Prepare acceptance pack,63699665278
52_45,Check if home insurance quote is requested,63699667767
52_45,Send home insurance quote,63699673390
52_45,Verify repayment agreement,63699676273
52_45,Approve application,63699676988
52_45,Loan application approved,63699676988
54_46,Loan application received,63699746400
54_46,Check application form completeness,63699747141
54_46,Check credit history,63699747717
54_46,Appraise property,63699748231
54_46,Assess loan risk,63699749580
54_46,Added1,63699750281
54_46,Assess eligibility,63699750446
54_46,Reject application,63699755220
54_46,Loan application rejected,63699755220
74_47,Loan application received,63701222400
74_47,Check application form completeness,63701222574
74_47,Check credit history,63701223201
74_47,Appraise property,63701223917
74_47,Added1,63701225420
74_47,Assess loan risk,63701226793
74_47,Assess eligibility,63701228899
74_47,Prepare acceptance pack,63701229046
74_47,Check if home insurance quote is requested,63701229310
74_47,Send acceptance pack,63701229629
74_47,Verify repayment agreement,63701233067
74_47,Approve application,63701291535
74_47,Loan application approved,63701291535
76_48,Loan application received,63701312400
76_48,Check application form completeness,63701314106
76_48,Appraise property,63701314803
76_48,Check credit history,63701315214
76_48,Added1,63701316114
76_48,Assess loan risk,63701316208
76_48,Assess eligibility,63701318700
76_48,Reject application,63701377993
76_48,Loan application rejected,63701377993
124_49,Loan application received,63704509200
124_49,Check application form completeness,63704509276
124_49,Check credit history,63704509762
124_49,Appraise property,63704510562
124_49,Assess loan risk,63704511157
124_49,Added1,63704514240
124_49,Assess eligibility,63704574886
124_49,Reject application,63704577265
124_49,Loan application rejected,63704577265
240_50,Loan application received,63712378800
240_50,Check application form completeness,63712437836
240_50,Check credit history,63712438002
240_50,Appraise property,63712439397
240_50,Assess loan risk,63712439599
240_50,Added 2,63712440080
240_50,Assess eligibility,63712443318
240_50,Prepare acceptance pack,63712443379
240_50,Check if home insurance quote is requested,63712445374
240_50,Send home insurance quote,63712446370
240_50,Verify repayment agreement,63712446575
240_50,Approve application,63712447225
240_50,Loan application approved,63712447225
146_51,Loan application received,63706132800
146_51,Check application form completeness,63706136731
146_51,Check credit history,63706137398
146_51,Appraise property,63706139037
146_51,Assess loan risk,63706140419
146_51,Added 2,63706143685
146_51,Assess eligibility,63706144009
146_51,Prepare acceptance pack,63706144073
146_51,Check if home insurance quote is requested,63706145199
146_51,Send home insurance quote,63706148035
146_51,Verify repayment agreement,63706149779
146_51,Approve application,63706150460
146_51,Loan application approved,63706150460
125_52,Loan application received,63704583000
125_52,Check application form completeness,63704583280
125_52,Check credit history,63704583578
125_52,Appraise property,63704583881
125_52,Added1,63704584962
125_52,Assess loan risk,63704587625
125_52,Assess eligibility,63704587686
125_52,Reject application,63704588068
125_52,Loan application rejected,63704588068
75_53,Loan application received,63701296200
75_53,Check application form completeness,63701301451
75_53,Appraise property,63701301506
75_53,Added 2,63701306042
75_53,Check credit history,63701308654
75_53,Assess loan risk,63701316139
75_53,Assess eligibility,63701317073
75_53,Reject application,63701378068
75_53,Loan application rejected,63701378068
81_54,Loan application received,63701566200
81_54,Check application form completeness,63701566496
81_54,Appraise property,63701567075
81_54,Added 2,63701568832
81_54,Check credit history,63701569228
81_54,Assess loan risk,63701569548
81_54,Assess eligibility,63701570427
81_54,Prepare acceptance pack,63701574864
81_54,Check if home insurance quote is requested,63701577120
81_54,Send acceptance pack,63701809992
81_54,Verify repayment agreement,63701811459
81_54,Cancel application,63701814952
81_54,Loan application canceled,63701814952
239_55,Loan application received,63712362600
239_55,Check application form completeness,63712364222
239_55,Check credit history,63712364253
239_55,Appraise property,63712364927
239_55,Assess loan risk,63712365280
239_55,Added1,63712373010
239_55,Assess eligibility,63712375732
239_55,Prepare acceptance pack,63712376759
239_55,Check if home insurance quote is requested,63712377132
239_55,Send acceptance pack,63712436809
239_55,Verify repayment agreement,63712437500
239_55,Approve application,63712437798
239_55,Loan application approved,63712437798
83_56,Loan application received,63701829000
83_56,Check application form completeness,63701830671
83_56,Check credit history,63701831521
83_56,Assess loan risk,63701831656
83_56,Appraise property,63701832221
83_56,Added1,63701833928
83_56,Assess eligibility,63701834450
83_56,Reject application,63701835079
83_56,Loan application rejected,63701835079
41_57,Loan application received,63698959800
41_57,Check application form completeness,63698959840
41_57,Appraise property,63698960310
41_57,Check credit history,63698962374
41_57,Assess loan risk,63698964555
41_57,Added1,63698969235
41_57,Assess eligibility,63698974039
41_57,Prepare acceptance pack,63698980453
41_57,Check if home insurance quote is requested,63698980694
41_57,Send acceptance pack,63698981706
41_57,Verify repayment agreement,63698982287
41_57,Cancel application,63698982696
41_57,Loan application canceled,63698982696
233_58,Loan application received,63712092600
233_58,Check application form completeness,63712093328
233_58,Appraise property,63712096044
233_58,Check credit history,63712097202
233_58,Assess loan risk,63712098490
233_58,Added1,63712099146
233_58,Assess eligibility,63712103203
233_58,Prepare acceptance pack,63712106722
233_58,Check if home insurance quote is requested,63712108242
233_58,Send home insurance quote,63712108892
233_58,Verify repayment agreement,63712109273
233_58,Approve application,63712114043
233_58,Loan application approved,63712114043
47_59,Loan application received,63699402600
47_59,Check application form completeness,63699403170
47_59,Check credit history,63699403678
47_59,Assess loan risk,63699405696
47_59,Appraise property,63699409192
47_59,Added1,63699409426
47_59,Assess eligibility,63699409555
47_59,Reject application,63699414181
47_59,Loan application rejected,63699414181
161_60,Loan application received,63707009400
161_60,Check application form completeness,63707013592
161_60,Check credit history,63707013888
161_60,Assess loan risk,63707015059
161_60,Appraise property,63707015918
161_60,Added 2,63707016220
161_60,Assess eligibility,63707016425
161_60,Reject application,63707017066
161_60,Loan application rejected,63707017066
49_61,Loan application received,63699492600
49_61,Check application form completeness,63699493101
49_61,Appraise property,63699500432
49_61,Added1,63699501249
49_61,Check credit history,63699502800
49_61,Assess loan risk,63699503329
49_61,Assess eligibility,63699562872
49_61,Reject application,63699564280
49_61,Loan application rejected,63699564280
235_62,Loan application received,63712182600
235_62,Check application form completeness,63712186849
235_62,Check credit history,63712188064
235_62,Assess loan risk,63712188742
235_62,Appraise property,63712191215
235_62,Added 2,63712192751
235_62,Assess eligibility,63712196102
235_62,Reject application,63712199582
235_62,Loan application rejected,63712199582
237_63,Loan application received,63712272600
237_63,Check application form completeness,63712275653
237_63,Appraise property,63712276852
237_63,Check credit history,63712277702
237_63,Assess loan risk,63712278326
237_63,Added1,63712278980
237_63,Assess eligibility,63712286594
237_63,Reject application,63712286660
237_63,Loan application rejected,63712286660
150_64,Loan application received,63706312800
150_64,Check application form completeness,63706314431
150_64,Check credit history,63706315093
150_64,Assess loan risk,63706316702
150_64,Appraise property,63706317859
150_64,Added1,63706318559
150_64,Assess eligibility,63706319735
150_64,Prepare acceptance pack,63706320796
150_64,Check if home insurance quote is requested,63706322117
150_64,Send home insurance quote,63706324314
150_64,Verify repayment agreement,63706324435
150_64,Approve application,63706324876
150_64,Loan application approved,63706324876
171_65,Loan application received,63707862600
171_65,Check application form completeness,63707866648
171_65,Appraise property,63707867537
171_65,Check credit history,63707867595
171_65,Added1,63707869152
171_65,Assess loan risk,63707869175
171_65,Assess eligibility,63707869821
171_65,Prepare acceptance pack,63707873457
171_65,Check if home insurance quote is requested,63707874927
171_65,Send home insurance quote,63707879000
171_65,Verify repayment agreement,63707879486
171_65,Cancel application,63707882823
171_65,Loan application canceled,63707882823
192_66,Loan application received,63709182000
192_66,Check application form completeness,63709239652
192_66,Check credit history,63709240169
192_66,Appraise property,63709240506
192_66,Assess loan risk,63709240890
192_66,Added 2,63709242555
192_66,Assess eligibility,63709243040
192_66,Reject application,63709244816
192_66,Loan application rejected,63709244816
152_67,Loan application received,63706402800
152_67,Check application form completeness,63706402832
152_67,Check credit history,63706405594
152_67,Appraise property,63706406793
152_67,Assess loan risk,63706407325
152_67,Added1,63706407409
152_67,Assess eligibility,63706414339
152_67,Prepare acceptance pack,63706415363
152_67,Check if home insurance quote is requested,63706648323
152_67,Send home insurance quote,63706651701
152_67,Verify repayment agreement,63706652835
152_67,Approve application,63706654278
152_67,Loan application approved,63706654278
173_68,Loan application received,63707952600
173_68,Check application form completeness,63707954984
173_68,Check credit history,63707956084
173_68,Assess loan risk,63707956625
173_68,Appraise property,63707957216
173_68,Added1,63707957701
173_68,Assess eligibility,63707959386
173_68,Reject application,63707963512
173_68,Loan application rejected,63707963512
190_69,Loan application received,63709092000
190_69,Check application form completeness,63709092709
190_69,Appraise property,63709093271
190_69,Added 2,63709093637
190_69,Check credit history,63709095391
190_69,Assess loan risk,63709154609
190_69,Assess eligibility,63709164885
190_69,Reject application,63709165762
190_69,Loan application rejected,63709165762
194_70,Loan application received,63709329600
194_70,Check application form completeness,63709331023
194_70,Appraise property,63709331440
194_70,Check credit history,63709331552
194_70,Added1,63709331567
194_70,Assess loan risk,63709333343
194_70,Assess eligibility,63709333609
194_70,Reject application,63709335536
194_70,Loan application rejected,63709335536
158_71,Loan application received,63706845600
158_71,Check application form completeness,63706845923
158_71,Check credit history,63706846054
158_71,Assess loan risk,63706846138
158_71,Appraise property,63706907227
158_71,Added 2,63706907804
158_71,Assess eligibility,63706910606
158_71,Prepare acceptance pack,63706911788
158_71,Check if home insurance quote is requested,63706912963
158_71,Send acceptance pack,63706913628
158_71,Verify repayment agreement,63706915119
158_71,Approve application,63706916738
158_71,Loan application approved,63706916738
179_72,Loan application received,63708222600
179_72,Check application form completeness,63708226501
179_72,Check credit history,63708226673
179_72,Assess loan risk,63708228064
179_72,Appraise property,63708228455
179_72,Added 2,63708229209
179_72,Assess eligibility,63708229853
179_72,Prepare acceptance pack,63708231005
179_72,Check if home insurance quote is requested,63708462219
179_72,Send home insurance quote,63708462693
179_72,Verify repayment agreement,63708463395
179_72,Approve application,63708463859
179_72,Loan application approved,63708463859
137_73,Loan application received,63705526200
137_73,Check application form completeness,63705528714
137_73,Appraise property,63705529272
137_73,Check credit history,63705530643
137_73,Assess loan risk,63705531304
137_73,Added 2,63705532133
137_73,Assess eligibility,63705533350
137_73,Reject application,63705536570
137_73,Loan application rejected,63705536570
156_74,Loan application received,63706755600
156_74,Check application form completeness,63706758001
156_74,Check credit history,63706758076
156_74,Appraise property,63706759481
156_74,Assess loan risk,63706759963
156_74,Added1,63706760314
156_74,Assess eligibility,63706762100
156_74,Prepare acceptance pack,63706822512
156_74,Check if home insurance quote is requested,63706827067
156_74,Send acceptance pack,63706827854
156_74,Verify repayment agreement,63706828048
156_74,Approve application,63706829691
156_74,Loan application approved,63706829691
177_75,Loan application received,63708132600
177_75,Check application form completeness,63708133135
177_75,Check credit history,63708133844
177_75,Assess loan risk,63708135156
177_75,Appraise property,63708138015
177_75,Added 2,63708138497
177_75,Assess eligibility,63708138779
177_75,Reject application,63708143341
177_75,Loan application rejected,63708143341
198_76,Loan application received,63709682400
198_76,Check application form completeness,63709682930
198_76,Appraise property,63709684700
198_76,Added1,63709684747
198_76,Check credit history,63709687271
198_76,Assess loan risk,63709694627
198_76,Assess eligibility,63709695627
198_76,Prepare acceptance pack,63709696538
198_76,Check if home insurance quote is requested,63709697028
198_76,Send acceptance pack,63709699756
198_76,Verify repayment agreement,63709759249
198_76,Approve application,63709759337
198_76,Loan application approved,63709759337
112_77,Loan application received,63703738800
112_77,Check application form completeness,63703797028
112_77,Check credit history,63703799500
112_77,Assess loan risk,63703799659
112_77,Appraise property,63703803494
112_77,Added1,63703806304
112_77,Assess eligibility,63703809240
112_77,Reject application,63703810102
112_77,Loan application rejected,63703810102
116_78,Loan application received,63703976400
116_78,Check application form completeness,63703977972
116_78,Appraise property,63703979390
116_78,Check credit history,63703980654
116_78,Assess loan risk,63703980959
116_78,Added1,63703983538
116_78,Assess eligibility,63703985079
116_78,Prepare acceptance pack,63703985280
116_78,Check if home insurance quote is requested,63703988583
116_78,Send acceptance pack,63703990537
116_78,Verify repayment agreement,63703994096
116_78,Cancel application,63703994824
116_78,Loan application canceled,63703994824
133_79,Loan application received,63705115800
133_79,Check application form completeness,63705117275
